page_start	page_end	method	text_extracted_yes_no	ocr_used_yes_no	confidence	notable_terms	notes
982	982	pdftotext -layout	yes	no	high		form_feed_split
983	983	pdftotext -layout	yes	no	high		form_feed_split
984	984	pdftotext -layout	yes	no	high		form_feed_split
985	985	pdftotext -layout	yes	no	high		form_feed_split
986	986	pdftotext -layout	yes	no	high		form_feed_split
987	987	pdftotext -layout	yes	no	high		form_feed_split
988	988	pdftotext -layout	yes	no	high		form_feed_split
989	989	pdftotext -layout	yes	no	high		form_feed_split
990	990	pdftotext -layout	yes	no	high		form_feed_split
991	991	pdftotext -layout	yes	no	high		form_feed_split
992	992	pdftotext -layout	yes	no	high		form_feed_split
993	993	pdftotext -layout	yes	no	high		form_feed_split
994	994	pdftotext -layout	yes	no	high		form_feed_split
995	995	pdftotext -layout	yes	no	high		form_feed_split
996	996	pdftotext -layout	yes	no	high		form_feed_split
997	997	pdftotext -layout	yes	no	high		form_feed_split
998	998	pdftotext -layout	yes	no	high		form_feed_split
999	999	pdftotext -layout	yes	no	high		form_feed_split
1000	1000	pdftotext -layout	yes	no	high		form_feed_split
1001	1001	pdftotext -layout	yes	no	high		form_feed_split
1002	1002	pdftotext -layout	yes	no	high		form_feed_split
1003	1003	pdftotext -layout	yes	no	high		form_feed_split
1004	1004	pdftotext -layout	yes	no	high		form_feed_split
1005	1005	pdftotext -layout	yes	no	high		form_feed_split
1006	1006	pdftotext -layout	yes	no	high		form_feed_split
1007	1007	pdftotext -layout	yes	no	high		form_feed_split
1008	1008	pdftotext -layout	yes	no	high		form_feed_split
1009	1009	pdftotext -layout	yes	no	high		form_feed_split
1010	1010	pdftotext -layout	yes	no	high		form_feed_split
1011	1011	pdftotext -layout	yes	no	high		form_feed_split
1012	1012	pdftotext -layout	yes	no	high	The Board	form_feed_split
1013	1013	pdftotext -layout	yes	no	high		form_feed_split
1014	1014	pdftotext -layout	yes	no	high		form_feed_split
1015	1015	pdftotext -layout	yes	no	high		form_feed_split
1016	1016	pdftotext -layout	yes	no	high	The Board	form_feed_split
1017	1017	pdftotext -layout	yes	no	high		form_feed_split
1018	1018	pdftotext -layout	yes	no	high		form_feed_split
1019	1019	pdftotext -layout	yes	no	high		form_feed_split
1020	1020	pdftotext -layout	yes	no	high		form_feed_split
1021	1021	pdftotext -layout	yes	no	high		form_feed_split
1022	1022	pdftotext -layout	yes	no	high		form_feed_split
1023	1023	pdftotext -layout	yes	no	high		form_feed_split
1024	1024	pdftotext -layout	yes	no	high		form_feed_split
1025	1025	pdftotext -layout	yes	no	high		form_feed_split
1026	1026	pdftotext -layout	yes	no	high		form_feed_split
1027	1027	pdftotext -layout	yes	no	high		form_feed_split
1028	1028	pdftotext -layout	yes	no	high		form_feed_split
1029	1029	pdftotext -layout	yes	no	high		form_feed_split
1030	1030	pdftotext -layout	yes	no	high		form_feed_split
1031	1031	pdftotext -layout	yes	no	high		form_feed_split
1032	1032	pdftotext -layout	yes	no	high		form_feed_split
1033	1033	pdftotext -layout	yes	no	high		form_feed_split
1034	1034	pdftotext -layout	yes	no	high		form_feed_split
1035	1035	pdftotext -layout	yes	no	high		form_feed_split
1036	1036	pdftotext -layout	yes	no	high	The Board	form_feed_split
1037	1037	pdftotext -layout	yes	no	high		form_feed_split
1038	1038	pdftotext -layout	yes	no	high		form_feed_split
1039	1039	pdftotext -layout	yes	no	high		form_feed_split
1040	1040	pdftotext -layout	yes	no	high		form_feed_split
1041	1041	pdftotext -layout	yes	no	high		form_feed_split
1042	1042	pdftotext -layout	yes	no	high		form_feed_split
1043	1043	pdftotext -layout	yes	no	high		form_feed_split
1044	1044	pdftotext -layout	yes	no	high		form_feed_split
1045	1045	pdftotext -layout	yes	no	high		form_feed_split
1046	1046	pdftotext -layout	yes	no	high		form_feed_split
1047	1047	pdftotext -layout	yes	no	high		form_feed_split
1048	1048	pdftotext -layout	yes	no	high		form_feed_split
1049	1049	pdftotext -layout	yes	no	high		form_feed_split
1050	1050	pdftotext -layout	yes	no	high		form_feed_split
1051	1051	pdftotext -layout	yes	no	high		form_feed_split
1052	1052	pdftotext -layout	yes	no	high		form_feed_split
1053	1053	pdftotext -layout	yes	no	high		form_feed_split
1054	1054	pdftotext -layout	yes	no	high		form_feed_split
1055	1055	pdftotext -layout	yes	no	high		form_feed_split
1056	1056	pdftotext -layout	yes	no	high		form_feed_split
1057	1057	pdftotext -layout	yes	no	high		form_feed_split
1058	1058	pdftotext -layout	yes	no	high		form_feed_split
1059	1059	pdftotext -layout	yes	no	high		form_feed_split
1060	1060	pdftotext -layout	yes	no	high		form_feed_split
1061	1061	pdftotext -layout	yes	no	high		form_feed_split
1062	1062	pdftotext -layout	yes	no	high	SWITCHMAN	form_feed_split
1063	1063	pdftotext -layout	yes	no	high		form_feed_split
1064	1064	pdftotext -layout	yes	no	high		form_feed_split
1065	1065	pdftotext -layout	yes	no	high		form_feed_split
1066	1066	pdftotext -layout	yes	no	high		form_feed_split
1067	1067	pdftotext -layout	yes	no	high		form_feed_split
1068	1068	pdftotext -layout	yes	no	high		form_feed_split
1069	1069	pdftotext -layout	yes	no	high		form_feed_split
1070	1070	pdftotext -layout	yes	no	high		form_feed_split
1071	1071	pdftotext -layout	yes	no	high		form_feed_split
1072	1072	pdftotext -layout	yes	no	high		form_feed_split
1073	1073	pdftotext -layout	yes	no	high		form_feed_split
1074	1074	pdftotext -layout	yes	no	high		form_feed_split
1075	1075	pdftotext -layout	yes	no	high	NSO Group	form_feed_split
1076	1076	pdftotext -layout	yes	no	high	Carbyne911; Carbyne; TerraMar	form_feed_split
1077	1077	pdftotext -layout	yes	no	high	MC2	form_feed_split
1078	1078	pdftotext -layout	yes	no	high	MC2; NSO Group; Carbyne911; Carbyne; TerraMar	form_feed_split
1079	1079	pdftotext -layout	yes	no	high		form_feed_split
1080	1080	pdftotext -layout	yes	no	high	NSO Group; Carbyne911; Carbyne; TerraMar	form_feed_split
1081	1081	pdftotext -layout	yes	no	high	MC2; Carbyne911; Carbyne	form_feed_split
1082	1082	pdftotext -layout	yes	no	high		form_feed_split
1083	1083	pdftotext -layout	yes	no	high		form_feed_split
1084	1084	pdftotext -layout	yes	no	high	Carbyne911; Carbyne	form_feed_split
1085	1085	pdftotext -layout	yes	no	high		form_feed_split
1086	1086	pdftotext -layout	yes	no	high		form_feed_split
1087	1087	pdftotext -layout	yes	no	high		form_feed_split
1088	1088	pdftotext -layout	yes	no	high		form_feed_split
1089	1089	pdftotext -layout	yes	no	high		form_feed_split
1090	1090	pdftotext -layout	yes	no	high		form_feed_split
1091	1091	pdftotext -layout	yes	no	high		form_feed_split
1092	1092	pdftotext -layout	yes	no	high		form_feed_split
1093	1093	pdftotext -layout	yes	no	high		form_feed_split
1094	1094	pdftotext -layout	yes	no	high		form_feed_split
1095	1095	pdftotext -layout	yes	no	high	MC2	form_feed_split
1096	1096	pdftotext -layout	yes	no	high		form_feed_split
1097	1097	pdftotext -layout	yes	no	high		form_feed_split
1098	1098	pdftotext -layout	yes	no	high		form_feed_split
1099	1099	pdftotext -layout	yes	no	high		form_feed_split
1100	1100	pdftotext -layout	yes	no	high		form_feed_split
1101	1101	pdftotext -layout	yes	no	high		form_feed_split
1102	1102	pdftotext -layout	yes	no	high		form_feed_split
1103	1103	pdftotext -layout	yes	no	high		form_feed_split
1104	1104	pdftotext -layout	yes	no	high		form_feed_split
1105	1105	pdftotext -layout	yes	no	high		form_feed_split
1106	1106	pdftotext -layout	yes	no	high		form_feed_split
1107	1107	pdftotext -layout	yes	no	high		form_feed_split
1108	1108	pdftotext -layout	yes	no	high		form_feed_split
1109	1109	pdftotext -layout	yes	no	high		form_feed_split
1110	1110	pdftotext -layout	yes	no	high		form_feed_split
1111	1111	pdftotext -layout	yes	no	high		form_feed_split
1112	1112	pdftotext -layout	yes	no	high		form_feed_split
1113	1113	pdftotext -layout	yes	no	high		form_feed_split
1114	1114	pdftotext -layout	yes	no	high		form_feed_split
1115	1115	pdftotext -layout	yes	no	high		form_feed_split
1116	1116	pdftotext -layout	yes	no	high		form_feed_split
1117	1117	pdftotext -layout	yes	no	high		form_feed_split
1118	1118	pdftotext -layout	yes	no	high		form_feed_split
1119	1119	pdftotext -layout	yes	no	high		form_feed_split
1120	1120	pdftotext -layout	yes	no	high		form_feed_split
1121	1121	pdftotext -layout	yes	no	high		form_feed_split
1122	1122	pdftotext -layout	yes	no	high		form_feed_split
1123	1123	pdftotext -layout	yes	no	high		form_feed_split
1124	1124	pdftotext -layout	yes	no	high		form_feed_split
1125	1125	pdftotext -layout	yes	no	high		form_feed_split
1126	1126	pdftotext -layout	yes	no	high		form_feed_split
1127	1127	pdftotext -layout	yes	no	high		form_feed_split
1128	1128	pdftotext -layout	yes	no	high		form_feed_split
1129	1129	pdftotext -layout	yes	no	high		form_feed_split
1130	1130	pdftotext -layout	yes	no	high		form_feed_split
1131	1131	pdftotext -layout	yes	no	high		form_feed_split
1132	1132	pdftotext -layout	yes	no	high		form_feed_split
1133	1133	pdftotext -layout	yes	no	high		form_feed_split
1134	1134	pdftotext -layout	yes	no	high		form_feed_split
1135	1135	pdftotext -layout	yes	no	high		form_feed_split
1136	1136	pdftotext -layout	yes	no	high		form_feed_split
1137	1137	pdftotext -layout	yes	no	high		form_feed_split
1138	1138	pdftotext -layout	yes	no	high		form_feed_split
1139	1139	pdftotext -layout	yes	no	high		form_feed_split
1140	1140	pdftotext -layout	yes	no	high		form_feed_split
1141	1141	pdftotext -layout	yes	no	high		form_feed_split
1142	1142	pdftotext -layout	yes	no	high		form_feed_split
1143	1143	pdftotext -layout	yes	no	high		form_feed_split
1144	1144	pdftotext -layout	yes	no	high		form_feed_split
1145	1145	pdftotext -layout	yes	no	high		form_feed_split
1146	1146	pdftotext -layout	yes	no	high		form_feed_split
1147	1147	pdftotext -layout	yes	no	high		form_feed_split
1148	1148	pdftotext -layout	yes	no	high		form_feed_split
1149	1149	pdftotext -layout	yes	no	high		form_feed_split
1150	1150	pdftotext -layout	yes	no	high		form_feed_split
1151	1151	pdftotext -layout	yes	no	high		form_feed_split
1152	1152	pdftotext -layout	yes	no	high		form_feed_split
1153	1153	pdftotext -layout	yes	no	high		form_feed_split
1154	1154	pdftotext -layout	yes	no	high		form_feed_split
1155	1155	pdftotext -layout	yes	no	high		form_feed_split
1156	1156	pdftotext -layout	yes	no	high		form_feed_split
1157	1157	pdftotext -layout	yes	no	high		form_feed_split
1158	1158	pdftotext -layout	yes	no	high		form_feed_split
1159	1159	pdftotext -layout	yes	no	high		form_feed_split
1160	1160	pdftotext -layout	yes	no	high		form_feed_split
1161	1161	pdftotext -layout	yes	no	high		form_feed_split
1162	1162	pdftotext -layout	yes	no	high		form_feed_split
1163	1163	pdftotext -layout	yes	no	high		form_feed_split
1164	1164	pdftotext -layout	yes	no	high		form_feed_split
1165	1165	pdftotext -layout	yes	no	high		form_feed_split
1166	1166	pdftotext -layout	yes	no	high		form_feed_split
1167	1167	pdftotext -layout	yes	no	high		form_feed_split
1168	1168	pdftotext -layout	yes	no	high		form_feed_split
1169	1169	pdftotext -layout	yes	no	high		form_feed_split
1170	1170	pdftotext -layout	yes	no	high		form_feed_split
1171	1171	pdftotext -layout	yes	no	high		form_feed_split
1172	1172	pdftotext -layout	yes	no	high		form_feed_split
1173	1173	pdftotext -layout	yes	no	high		form_feed_split
1174	1174	pdftotext -layout	yes	no	high		form_feed_split
1175	1175	pdftotext -layout	yes	no	high		form_feed_split
1176	1176	pdftotext -layout	yes	no	high		form_feed_split
1177	1177	pdftotext -layout	yes	no	high		form_feed_split
1178	1178	pdftotext -layout	yes	no	high		form_feed_split
1179	1179	pdftotext -layout	yes	no	high		form_feed_split
1180	1180	pdftotext -layout	yes	no	high		form_feed_split
1181	1181	pdftotext -layout	yes	no	high		form_feed_split
1182	1182	pdftotext -layout	yes	no	high		form_feed_split
1183	1183	pdftotext -layout	yes	no	high		form_feed_split
1184	1184	pdftotext -layout	yes	no	high		form_feed_split
1185	1185	pdftotext -layout	yes	no	high		form_feed_split
1186	1186	pdftotext -layout	yes	no	high		form_feed_split
1187	1187	pdftotext -layout	yes	no	high		form_feed_split
1188	1188	pdftotext -layout	yes	no	high		form_feed_split
1189	1189	pdftotext -layout	yes	no	high		form_feed_split
1190	1190	pdftotext -layout	yes	no	high		form_feed_split
1191	1191	pdftotext -layout	yes	no	high		form_feed_split
1192	1192	pdftotext -layout	yes	no	high		form_feed_split
1193	1193	pdftotext -layout	yes	no	high		form_feed_split
1194	1194	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1195	1195	pdftotext -layout	yes	no	high		form_feed_split
1196	1196	pdftotext -layout	yes	no	high		form_feed_split
1197	1197	pdftotext -layout	yes	no	high		form_feed_split
1198	1198	pdftotext -layout	yes	no	high		form_feed_split
1199	1199	pdftotext -layout	yes	no	high		form_feed_split
1200	1200	pdftotext -layout	yes	no	high		form_feed_split
1201	1201	pdftotext -layout	yes	no	high		form_feed_split
1202	1202	pdftotext -layout	yes	no	high		form_feed_split
1203	1203	pdftotext -layout	yes	no	high		form_feed_split
1204	1204	pdftotext -layout	yes	no	high		form_feed_split
1205	1205	pdftotext -layout	yes	no	high		form_feed_split
1206	1206	pdftotext -layout	yes	no	high		form_feed_split
1207	1207	pdftotext -layout	yes	no	high		form_feed_split
1208	1208	pdftotext -layout	yes	no	high	Carbyne911; Carbyne	form_feed_split
1209	1209	pdftotext -layout	yes	no	high		form_feed_split
1210	1210	pdftotext -layout	yes	no	high		form_feed_split
1211	1211	pdftotext -layout	yes	no	high		form_feed_split
1212	1212	pdftotext -layout	yes	no	high	Carbyne911; Carbyne; Black Cube	form_feed_split
1213	1213	pdftotext -layout	yes	no	high		form_feed_split
1214	1214	pdftotext -layout	yes	no	high		form_feed_split
1215	1215	pdftotext -layout	yes	no	high		form_feed_split
1216	1216	pdftotext -layout	yes	no	high		form_feed_split
1217	1217	pdftotext -layout	yes	no	high		form_feed_split
1218	1218	pdftotext -layout	yes	no	high		form_feed_split
1219	1219	pdftotext -layout	yes	no	high		form_feed_split
1220	1220	pdftotext -layout	yes	no	high		form_feed_split
1221	1221	pdftotext -layout	yes	no	high		form_feed_split
1222	1222	pdftotext -layout	yes	no	high		form_feed_split
1223	1223	pdftotext -layout	yes	no	high		form_feed_split
1224	1224	pdftotext -layout	yes	no	high		form_feed_split
1225	1225	pdftotext -layout	yes	no	high		form_feed_split
1226	1226	pdftotext -layout	yes	no	high		form_feed_split
1227	1227	pdftotext -layout	yes	no	high		form_feed_split
1228	1228	pdftotext -layout	yes	no	high		form_feed_split
1229	1229	pdftotext -layout	yes	no	high		form_feed_split
1230	1230	pdftotext -layout	yes	no	high		form_feed_split
1231	1231	pdftotext -layout	yes	no	high		form_feed_split
1232	1232	pdftotext -layout	yes	no	high		form_feed_split
1233	1233	pdftotext -layout	yes	no	high		form_feed_split
1234	1234	pdftotext -layout	yes	no	high		form_feed_split
1235	1235	pdftotext -layout	yes	no	high		form_feed_split
1236	1236	pdftotext -layout	yes	no	high		form_feed_split
1237	1237	pdftotext -layout	yes	no	high		form_feed_split
1238	1238	pdftotext -layout	yes	no	high		form_feed_split
1239	1239	pdftotext -layout	yes	no	high		form_feed_split
1240	1240	pdftotext -layout	yes	no	high		form_feed_split
1241	1241	pdftotext -layout	yes	no	high		form_feed_split
1242	1242	pdftotext -layout	yes	no	high		form_feed_split
1243	1243	pdftotext -layout	yes	no	high		form_feed_split
1244	1244	pdftotext -layout	yes	no	high		form_feed_split
1245	1245	pdftotext -layout	yes	no	high		form_feed_split
1246	1246	pdftotext -layout	yes	no	high		form_feed_split
1247	1247	pdftotext -layout	yes	no	high		form_feed_split
1248	1248	pdftotext -layout	yes	no	high		form_feed_split
1249	1249	pdftotext -layout	yes	no	high		form_feed_split
1250	1250	pdftotext -layout	yes	no	high		form_feed_split
1251	1251	pdftotext -layout	yes	no	high		form_feed_split
1252	1252	pdftotext -layout	yes	no	high		form_feed_split
1253	1253	pdftotext -layout	yes	no	high		form_feed_split
1254	1254	pdftotext -layout	yes	no	high		form_feed_split
1255	1255	pdftotext -layout	yes	no	high		form_feed_split
1256	1256	pdftotext -layout	yes	no	high		form_feed_split
1257	1257	pdftotext -layout	yes	no	high		form_feed_split
1258	1258	pdftotext -layout	yes	no	high		form_feed_split
1259	1259	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel; Glenn Dubin; MC2	form_feed_split
1260	1260	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Leon Black; Bill Clinton; Alan Dershowitz; Prince Andrew; Sarah Kellen	form_feed_split
1261	1261	pdftotext -layout	yes	no	high	Ehud Barak; Carbyne911; Carbyne; TerraMar	form_feed_split
1262	1262	pdftotext -layout	yes	no	high		form_feed_split
1263	1263	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel; Glenn Dubin; MC2	form_feed_split
1264	1264	pdftotext -layout	yes	no	high	Bill Clinton; Alan Dershowitz; Prince Andrew; Virginia Giuffre	form_feed_split
1265	1265	pdftotext -layout	yes	no	high	Ehud Barak; Leon Black; Sarah Kellen; Carbyne911; Carbyne; TerraMar	form_feed_split
1266	1266	pdftotext -layout	yes	no	high		form_feed_split
1267	1267	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Bill Clinton	form_feed_split
1268	1268	pdftotext -layout	yes	no	high		form_feed_split
1269	1269	pdftotext -layout	yes	no	high		form_feed_split
1270	1270	pdftotext -layout	yes	no	high	MC2	form_feed_split
1271	1271	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1272	1272	pdftotext -layout	yes	no	high		form_feed_split
1273	1273	pdftotext -layout	yes	no	high	Carbyne	form_feed_split
1274	1274	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1275	1275	pdftotext -layout	yes	no	high	MC2	form_feed_split
1276	1276	pdftotext -layout	yes	no	high		form_feed_split
1277	1277	pdftotext -layout	yes	no	high		form_feed_split
1278	1278	pdftotext -layout	yes	no	high		form_feed_split
1279	1279	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1280	1280	pdftotext -layout	yes	no	high	Jean-Luc Brunel; MC2	form_feed_split
1281	1281	pdftotext -layout	yes	no	high	MC2	form_feed_split
1282	1282	pdftotext -layout	yes	no	high	Ehud Barak; Carbyne911; Carbyne	form_feed_split
1283	1283	pdftotext -layout	yes	no	high	Glenn Dubin	form_feed_split
1284	1284	pdftotext -layout	yes	no	high	Bill Clinton	form_feed_split
1285	1285	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1286	1286	pdftotext -layout	yes	no	high	Alan Dershowitz	form_feed_split
1287	1287	pdftotext -layout	yes	no	high	Leon Black	form_feed_split
1288	1288	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1289	1289	pdftotext -layout	yes	no	high		form_feed_split
1290	1290	pdftotext -layout	yes	no	high	Carbyne911; Carbyne; TerraMar	form_feed_split
1291	1291	pdftotext -layout	yes	no	high		form_feed_split
1292	1292	pdftotext -layout	yes	no	high		form_feed_split
1293	1293	pdftotext -layout	yes	no	high		form_feed_split
1294	1294	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Prince Andrew	form_feed_split
1295	1295	pdftotext -layout	yes	no	high	Ehud Barak; Bill Clinton; Alan Dershowitz	form_feed_split
1296	1296	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Sarah Kellen	form_feed_split
1297	1297	pdftotext -layout	yes	no	high		form_feed_split
1298	1298	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1299	1299	pdftotext -layout	yes	no	high		form_feed_split
1300	1300	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1301	1301	pdftotext -layout	yes	no	high		form_feed_split
1302	1302	pdftotext -layout	yes	no	high		form_feed_split
1303	1303	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Prince Andrew	form_feed_split
1304	1304	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1305	1305	pdftotext -layout	yes	no	high	Bill Clinton	form_feed_split
1306	1306	pdftotext -layout	yes	no	high	Ehud Barak; Glenn Dubin	form_feed_split
1307	1307	pdftotext -layout	yes	no	high	Leon Black; Alan Dershowitz	form_feed_split
1308	1308	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel; Virginia Giuffre	form_feed_split
1309	1309	pdftotext -layout	yes	no	high	Bill Clinton; Prince Andrew; Sarah Kellen	form_feed_split
1310	1310	pdftotext -layout	yes	no	high	Ehud Barak; Glenn Dubin; Sarah Kellen	form_feed_split
1311	1311	pdftotext -layout	yes	no	high	Alan Dershowitz	form_feed_split
1312	1312	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1313	1313	pdftotext -layout	yes	no	high	Ehud Barak; Leon Black; Prince Andrew	form_feed_split
1314	1314	pdftotext -layout	yes	no	high		form_feed_split
1315	1315	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; MC2	form_feed_split
1316	1316	pdftotext -layout	yes	no	high	Prince Andrew; Sarah Kellen	form_feed_split
1317	1317	pdftotext -layout	yes	no	high	Ehud Barak; Bill Clinton	form_feed_split
1318	1318	pdftotext -layout	yes	no	high	Leon Black; Alan Dershowitz; Glenn Dubin	form_feed_split
1319	1319	pdftotext -layout	yes	no	high	Carbyne911; Carbyne; TerraMar	form_feed_split
1320	1320	pdftotext -layout	yes	no	high	MC2	form_feed_split
1321	1321	pdftotext -layout	yes	no	high		form_feed_split
1322	1322	pdftotext -layout	yes	no	high		form_feed_split
1323	1323	pdftotext -layout	yes	no	high		form_feed_split
1324	1324	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Alan Dershowitz	form_feed_split
1325	1325	pdftotext -layout	yes	no	high	Maria Farmer	form_feed_split
1326	1326	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1327	1327	pdftotext -layout	yes	no	high		form_feed_split
1328	1328	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1329	1329	pdftotext -layout	yes	no	high	Lesley Groff	form_feed_split
1330	1330	pdftotext -layout	yes	no	high		form_feed_split
1331	1331	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1332	1332	pdftotext -layout	yes	no	high		form_feed_split
1333	1333	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1334	1334	pdftotext -layout	yes	no	high	MC2	form_feed_split
1335	1335	pdftotext -layout	yes	no	high		form_feed_split
1336	1336	pdftotext -layout	yes	no	high	Jean-Luc Brunel; MC2	form_feed_split
1337	1337	pdftotext -layout	yes	no	high	MC2	form_feed_split
1338	1338	pdftotext -layout	yes	no	high		form_feed_split
1339	1339	pdftotext -layout	yes	no	high	Prince Andrew; Virginia Giuffre	form_feed_split
1340	1340	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1341	1341	pdftotext -layout	yes	no	high	MC2	form_feed_split
1342	1342	pdftotext -layout	yes	no	high	MC2	form_feed_split
1343	1343	pdftotext -layout	yes	no	high		form_feed_split
1344	1344	pdftotext -layout	yes	no	high	MC2	form_feed_split
1345	1345	pdftotext -layout	yes	no	high	MC2	form_feed_split
1346	1346	pdftotext -layout	yes	no	high	Carbyne911; Carbyne	form_feed_split
1347	1347	pdftotext -layout	yes	no	high		form_feed_split
1348	1348	pdftotext -layout	yes	no	high		form_feed_split
1349	1349	pdftotext -layout	yes	no	high		form_feed_split
1350	1350	pdftotext -layout	yes	no	high		form_feed_split
1351	1351	pdftotext -layout	yes	no	high		form_feed_split
1352	1352	pdftotext -layout	yes	no	high		form_feed_split
1353	1353	pdftotext -layout	yes	no	high		form_feed_split
1354	1354	pdftotext -layout	yes	no	high	NSO Group	form_feed_split
1355	1355	pdftotext -layout	yes	no	high		form_feed_split
1356	1356	pdftotext -layout	yes	no	high		form_feed_split
1357	1357	pdftotext -layout	yes	no	high		form_feed_split
1358	1358	pdftotext -layout	yes	no	high		form_feed_split
1359	1359	pdftotext -layout	yes	no	high		form_feed_split
1360	1360	pdftotext -layout	yes	no	high	NSO Group	form_feed_split
1361	1361	pdftotext -layout	yes	no	high		form_feed_split
1362	1362	pdftotext -layout	yes	no	high		form_feed_split
1363	1363	pdftotext -layout	yes	no	high		form_feed_split
1364	1364	pdftotext -layout	yes	no	high		form_feed_split
1365	1365	pdftotext -layout	yes	no	high	Jean-Luc Brunel; MC2	form_feed_split
1366	1366	pdftotext -layout	yes	no	high		form_feed_split
1367	1367	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1368	1368	pdftotext -layout	yes	no	high		form_feed_split
1369	1369	pdftotext -layout	yes	no	high	Prince Andrew	form_feed_split
1370	1370	pdftotext -layout	yes	no	high		form_feed_split
1371	1371	pdftotext -layout	yes	no	high		form_feed_split
1372	1372	pdftotext -layout	yes	no	high		form_feed_split
1373	1373	pdftotext -layout	yes	no	high		form_feed_split
1374	1374	pdftotext -layout	yes	no	high		form_feed_split
1375	1375	pdftotext -layout	yes	no	high		form_feed_split
1376	1376	pdftotext -layout	yes	no	high		form_feed_split
1377	1377	pdftotext -layout	yes	no	high		form_feed_split
1378	1378	pdftotext -layout	yes	no	high		form_feed_split
1379	1379	pdftotext -layout	yes	no	high	Leon Black	form_feed_split
1380	1380	pdftotext -layout	yes	no	high		form_feed_split
1381	1381	pdftotext -layout	yes	no	high		form_feed_split
1382	1382	pdftotext -layout	yes	no	high	Jean-Luc Brunel	form_feed_split
1383	1383	pdftotext -layout	yes	no	high		form_feed_split
1384	1384	pdftotext -layout	yes	no	high		form_feed_split
1385	1385	pdftotext -layout	yes	no	high		form_feed_split
1386	1386	pdftotext -layout	yes	no	high		form_feed_split
1387	1387	pdftotext -layout	yes	no	high	Leon Black	form_feed_split
1388	1388	pdftotext -layout	yes	no	high		form_feed_split
1389	1389	pdftotext -layout	yes	no	high		form_feed_split
1390	1390	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1391	1391	pdftotext -layout	yes	no	high	MC2	form_feed_split
1392	1392	pdftotext -layout	yes	no	high		form_feed_split
1393	1393	pdftotext -layout	yes	no	high		form_feed_split
1394	1394	pdftotext -layout	yes	no	high		form_feed_split
1395	1395	pdftotext -layout	yes	no	high		form_feed_split
1396	1396	pdftotext -layout	yes	no	high		form_feed_split
1397	1397	pdftotext -layout	yes	no	high		form_feed_split
1398	1398	pdftotext -layout	yes	no	high		form_feed_split
1399	1399	pdftotext -layout	yes	no	high		form_feed_split
1400	1400	pdftotext -layout	yes	no	high		form_feed_split
1401	1401	pdftotext -layout	yes	no	high		form_feed_split
1402	1402	pdftotext -layout	yes	no	high	Jean-Luc Brunel; MC2	form_feed_split
1403	1403	pdftotext -layout	yes	no	high		form_feed_split
1404	1404	pdftotext -layout	yes	no	high		form_feed_split
1405	1405	pdftotext -layout	yes	no	high		form_feed_split
1406	1406	pdftotext -layout	yes	no	high		form_feed_split
1407	1407	pdftotext -layout	yes	no	high		form_feed_split
1408	1408	pdftotext -layout	yes	no	high		form_feed_split
1409	1409	pdftotext -layout	yes	no	high		form_feed_split
1410	1410	pdftotext -layout	yes	no	high	Alan Dershowitz; Prince Andrew; Virginia Giuffre	form_feed_split
1411	1411	pdftotext -layout	yes	no	high		form_feed_split
1412	1412	pdftotext -layout	yes	no	high		form_feed_split
1413	1413	pdftotext -layout	yes	no	high		form_feed_split
1414	1414	pdftotext -layout	yes	no	high		form_feed_split
1415	1415	pdftotext -layout	yes	no	high	Sarah Kellen; Lesley Groff	form_feed_split
1416	1416	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel	form_feed_split
1417	1417	pdftotext -layout	yes	no	high		form_feed_split
